time,alpha,alpha_rate,fiber_length,axial_shortening,transverse_scale_change_1,transverse_scale_change_2,volume_error,centroid_drift,passive_energy,active_energy,stored_energy,dissipation,active_power,active_net_force,active_net_moment,projected_residual,gauge_increment_residual,optimizer_iterations,optimizer_evaluations,optimizer_reported_success
1.02,9.866357858642206e-05,0.0098631117434188759,0.98214516706344224,4.8921293500869822e-05,1.7330786256097852e-05,1.7364204458969468e-05,-3.0095660675799607e-06,8.864430860482154e-16,1.051838042853479e-09,1.1934805070999266e-08,1.2986643113852745e-08,1.0685896065093893e-06,4.7329677697201742e-06,2.0328790734103208e-20,1.8817469631644992e-20,7.6632092660549522e-09,5.0597450098603867e-22,40,49,0
1.04,0.00039426493427611179,0.019687298290813615,0.98197915951125769,0.00021793849833706691,7.996937392018566e-05,7.8688938450088841e-05,-1.0576206634360652e-05,4.9593946141586464e-16,1.7469354926016248e-08,1.4996804300951473e-07,1.6743739793553098e-07,1.3055145697759146e-05,3.3488632389051107e-05,4.0657581468206416e-20,1.4217901264265541e-19,9.3294220517351338e-09,2.226455769013144e-21,49,55,0
1.0600000000000001,0.00088563746356556949,0.029433788066125545,0.98166284806636495,0.00053998454726622569,0.00020486376491524183,0.00019760244578947983,-2.0329619903391993e-05,3.9963940677528278e-16,9.0484296573144533e-08,5.7629428994343475e-07,6.6677858651657929e-07,4.8604727165819892e-05,9.8147726774737282e-05,3.2526065174565133e-19,4.1816300675173663e-19,8.9419515917696747e-09,2.9583497784665488e-21,54,59,0
1.0800000000000001,0.0015708419435684464,0.039064116126959154,0.98118083386624666,0.0010307374782216883,0.00040218523901836001,0.00038043822022904017,-3.087948465385626e-05,8.1901706507272467e-16,2.8688641176766776e-07,1.407081980587755e-06,1.6939683923554228e-06,0.00011522154627694358,0.00020353993501807791,2.7105054312137611e-19,1.0726439350921956e-18,7.8300482464417644e-09,3.4492852387740752e-21,57,65,0
1.1000000000000001,0.0024471741852423235,0.048540275968136704,0.980526265087175,0.0016971733358427388,0.00067823714879744479,0.00062979281613428917,-4.1485538200047856e-05,8.2678043355908927e-16,6.9494723175635429e-07,2.7132347842951e-06,3.4081820160514545e-06,0.00021613282312691801,0.00035120270944087335,6.5052130349130266e-19,7.1368314367335881e-19,7.8379652825871509e-09,7.3457841989338431e-21,57,62,0
1.1200000000000001,0.0035111757055874327,0.057824869516010707,0.97969696543362172,0.0025415078710530059,0.001036978965828661,0.00094627697584903636,-5.1747113295363967e-05,8.1901706507272467e-16,1.4213874953046802e-06,4.5353399434871161e-06,5.9567274387917961e-06,0.00035195241431250075,0.00054091809814195457,1.3010426069826053e-18,2.7494607872898886e-19,9.8047337966440491e-09,9.3386962033267191e-21,57,64,0
1.1400000000000001,0.0047586473766990326,0.066881254721574995,0.97869354377204321,0.0035631211788830219,0.0014808380911184305,0.0013293785500769761,-6.1443133844929498e-05,8.7191024763507148e-16,2.5889053419500323e-06,6.8941711448393109e-06,9.4830764867893436e-06,0.00052173131606463724,0.00077136045579668773,6.5052130349130266e-19,5.131975501055835e-19,5.3431201959323233e-09,8.7207510861403864e-21,63,71,0
1.1599999999999999,0.0061846659978068153,0.075673690169891963,0.9775184317468113,0.0047595375301897613,0.0020111597682352933,0.0017778995855055602,-7.0450538137256657e-05,8.95406338121109e-16,4.333762639926923e-06,9.7965215126949764e-06,1.4130284152621899e-05,0.00072351858257835126,0.0010403819031612688,2.1684043449710089e-19,1.2791026095036892e-18,5.4358076269916955e-09,1.5763343741713554e-20,63,70,0
1.1799999999999999,0.0077836037248992414,0.084167476135128982,0.9761753720182903,0.006126946411625589,0.0026284633008497593,0.0022901865523790033,-7.8701986313323147e-05,5.9006051289336921e-16,6.8032911118117466e-06,1.3238208891617355e-05,2.0041500003429102e-05,0.00095465044996864788,0.0013451504086324779,9.7578195523695399e-19,2.0288216687423472e-18,5.3390089271313771e-09,1.3739709687512367e-20,63,73,0
1.2,0.0095491502812526281,0.09232909152452283,0.97466913446986558,0.007660491463665986,0.0033325965169390681,0.0028642526130326917,-8.6163029271557612e-05,7.2817765420696884e-16,1.0153261997495487e-05,1.7205642183225171e-05,2.7358904180720657e-05,0.0012119088902869679,0.0016822321714020918,1.5178830414797062e-18,1.6494634304096153e-18,9.8173085008562777e-09,2.6011185781740391e-20,62,72,0
1.22,0.011474337861210533,0.10012632617081896,0.97300534939612271,0.0093544403166643253,0.0041228320741026891,0.0034978448130149609,-9.2819308917135857e-05,8.1901706507272467e-16,1.4545137956712576e-05,2.1676722071704099e-05,3.6221860028416678e-05,0.0014916207731985997,0.0020476560766338474,1.3010426069826053e-18,1.2832934814999484e-18,6.4587582754788346e-09,1.9919192631116989e-20,63,72,0
1.24,0.013551568628929422,0.10752840795108612,0.9711904007375759,0.011202293291736387,0.0049979298704709851,0.0041884835118859431,-9.8669704920673063e-05,6.5910219451746927e-16,2.0143231128127986e-05,2.6621449875777688e-05,4.6764681003905673e-05,0.0017897355768763795,0.0024369745658780854,1.7347234759768071e-18,5.2913814777966146e-18,7.5231119492169105e-09,2.4449057399943379e-20,62,72,0
1.26,0.015772644703565569,0.11450612423022709,0.96923135234704327,0.013196858471147155,0.0059561816134843237,0.0049334848935915776,-0.00010372167682115574,9.0780622497872949e-16,2.7111750674954684e-05,3.2002470124782273e-05,5.9114220799736957e-05,0.0021018959572207769,0.0028453283689942265,3.6862873864507151e-18,3.5702090343432543e-18,7.759301681766751e-09,1.9777313381257316e-20,63,71,0
1.28,0.018128800512565518,0.12103193714990342,0.96713589036603953,0.015330310366612032,0.0069954434287835543,0.0057299762277254196,-0.00010798877085638203,6.9908344685735602e-16,3.5611777476400773e-05,3.7775605099599465e-05,7.3387382576000238e-05,0.0024235088385651644,0.003267515284143695,2.1684043449710089e-18,4.9812089999613231e-18,7.8822612427701656e-09,4.0459390506095838e-20,63,73,0
